time,link,area,delta_p
1.7800000000000014,L2,0.015,20.0
1.7800000000000014,L3,0.003,15.0
1.7800000000000014,L4,0.003,10.0
1.7900000000000014,L1,0.015,15.0
1.7900000000000014,L2,0.015,20.0
1.7900000000000014,L3,0.003,15.0
1.7900000000000014,L4,0.003,10.0
1.8000000000000014,L1,0.015,15.0
1.8000000000000014,L2,0.015,20.0
1.8000000000000014,L3,0.003,15.0
1.8000000000000014,L4,0.003,10.0
1.8100000000000014,L1,0.015,15.0
1.8100000000000014,L2,0.015,20.0
1.8100000000000014,L3,0.003,15.0
1.8100000000000014,L4,0.003,10.0
1.8200000000000014,L1,0.015,15.0
1.8200000000000014,L2,0.015,20.0
1.8200000000000014,L3,0.003,15.0
1.8200000000000014,L4,0.003,10.0
1.8300000000000014,L1,0.015,15.0
1.8300000000000014,L2,0.015,20.0
1.8300000000000014,L3,0.003,15.0
1.8300000000000014,L4,0.003,10.0
1.8400000000000014,L1,0.015,15.0
1.8400000000000014,L2,0.015,20.0
1.8400000000000014,L3,0.003,15.0
1.8400000000000014,L4,0.003,10.0
1.8500000000000014,L1,0.015,15.0
1.8500000000000014,L2,0.015,20.0
1.8500000000000014,L3,0.003,15.0
1.8500000000000014,L4,0.003,10.0
1.8600000000000014,L1,0.015,15.0
1.8600000000000014,L2,0.015,20.0
1.8600000000000014,L3,0.003,15.0
1.8600000000000014,L4,0.003,10.0
1.8700000000000014,L1,0.015,15.0
1.8700000000000014,L2,0.015,20.0
1.8700000000000014,L3,0.003,15.0
1.8700000000000014,L4,0.003,10.0
1.8800000000000014,L1,0.015,15.0
1.8800000000000014,L2,0.015,20.0
1.8800000000000014,L3,0.003,15.0
1.8800000000000014,L4,0.003,10.0
1.8900000000000015,L1,0.015,15.0
1.8900000000000015,L2,0.015,20.0
1.8900000000000015,L3,0.003,15.0
1.8900000000000015,L4,0.003,10.0
1.9000000000000015,L1,0.015,15.0
1.9000000000000015,L2,0.015,20.0
1.9000000000000015,L3,0.003,15.0
1.9000000000000015,L4,0.003,10.0
1.9100000000000015,L1,0.015,15.0
1.9100000000000015,L2,0.015,20.0
1.9100000000000015,L3,0.003,15.0
1.9100000000000015,L4,0.003,10.0
1.9200000000000015,L1,0.015,15.0
1.9200000000000015,L2,0.015,20.0
1.9200000000000015,L3,0.003,15.0
1.9200000000000015,L4,0.003,10.0
1.9300000000000015,L1,0.015,15.0
1.9300000000000015,L2,0.015,20.0
1.9300000000000015,L3,0.003,15.0
1.9300000000000015,L4,0.003,10.0
1.9400000000000015,L1,0.015,15.0
1.9400000000000015,L2,0.015,20.0
1.9400000000000015,L3,0.003,15.0
1.9400000000000015,L4,0.003,10.0
1.9500000000000015,L1,0.015,15.0
1.9500000000000015,L2,0.015,20.0
1.9500000000000015,L3,0.003,15.0
1.9500000000000015,L4,0.003,10.0
1.9600000000000015,L1,0.015,15.0
1.9600000000000015,L2,0.015,20.0
1.9600000000000015,L3,0.003,15.0
1.9600000000000015,L4,0.003,10.0
1.9700000000000015,L1,0.015,15.0
1.9700000000000015,L2,0.015,20.0
1.9700000000000015,L3,0.003,15.0
1.9700000000000015,L4,0.003,10.0
1.9800000000000015,L1,0.015,15.0
1.9800000000000015,L2,0.015,20.0
1.9800000000000015,L3,0.003,15.0
1.9800000000000015,L4,0.003,10.0
1.9900000000000015,L1,0.015,15.0
1.9900000000000015,L2,0.015,20.0
1.9900000000000015,L3,0.003,15.0
1.9900000000000015,L4,0.003,10.0
2.0000000000000013,L1,0.015,15.0
2.0000000000000013,L2,0.015,20.0
2.0000000000000013,L3,0.003,15.0
2.0000000000000013,L4,0.003,10.0
2.010000000000001,L1,0.015,15.0
2.010000000000001,L2,0.015,20.0
2.010000000000001,L3,0.003,15.0
2.010000000000001,L4,0.003,10.0
2.020000000000001,L1,0.015,15.0
2.020000000000001,L2,0.015,20.0
2.020000000000001,L3,0.003,15.0
2.020000000000001,L4,0.003,10.0
2.0300000000000007,L1,0.015,15.0
2.0300000000000007,L2,0.015,20.0
2.0300000000000007,L3,0.003,15.0
2.0300000000000007,L4,0.003,10.0
2.0400000000000005,L1,0.015,15.0
2.0400000000000005,L2,0.015,20.0
2.0400000000000005,L3,0.003,15.0
2.0400000000000005,L4,0.003,10.0
2.0500000000000003,L1,0.015,15.0
2.0500000000000003,L2,0.015,20.0
2.0500000000000003,L3,0.003,15.0
2.0500000000000003,L4,0.003,10.0
2.06,L1,0.015,15.0
2.06,L2,0.015,20.0
2.06,L3,0.003,15.0
2.06,L4,0.003,10.0
2.07,L1,0.015,15.0
2.07,L2,0.015,20.0
2.07,L3,0.003,15.0
2.07,L4,0.003,10.0
2.0799999999999996,L1,0.015,15.0
2.0799999999999996,L2,0.015,20.0
2.0799999999999996,L3,0.003,15.0
2.0799999999999996,L4,0.003,10.0
2.0899999999999994,L1,0.015,15.0
2.0899999999999994,L2,0.015,20.0
2.0899999999999994,L3,0.003,15.0
2.0899999999999994,L4,0.003,10.0
2.099999999999999,L1,0.015,15.0
2.099999999999999,L2,0.015,20.0
2.099999999999999,L3,0.003,15.0
2.099999999999999,L4,0.003,10.0
2.109999999999999,L1,0.015,15.0
2.109999999999999,L2,0.015,20.0
2.109999999999999,L3,0.003,15.0
2.109999999999999,L4,0.003,10.0
2.1199999999999988,L1,0.015,15.0
2.1199999999999988,L2,0.015,20.0
2.1199999999999988,L3,0.003,15.0
2.1199999999999988,L4,0.003,10.0
2.1299999999999986,L1,0.015,15.0
2.1299999999999986,L2,0.015,20.0
2.1299999999999986,L3,0.003,15.0
2.1299999999999986,L4,0.003,10.0
2.1399999999999983,L1,0.015,15.0
2.1399999999999983,L2,0.015,20.0
2.1399999999999983,L3,0.003,15.0
2.1399999999999983,L4,0.003,10.0
2.149999999999998,L1,0.015,15.0
2.149999999999998,L2,0.015,20.0
2.149999999999998,L3,0.003,15.0
2.149999999999998,L4,0.003,10.0
2.159999999999998,L1,0.015,15.0
2.159999999999998,L2,0.015,20.0
2.159999999999998,L3,0.003,15.0
2.159999999999998,L4,0.003,10.0
2.1699999999999977,L1,0.015,15.0
2.1699999999999977,L2,0.015,20.0
2.1699999999999977,L3,0.003,15.0
2.1699999999999977,L4,0.003,10.0
2.1799999999999975,L1,0.015,15.0
2.1799999999999975,L2,0.015,20.0
2.1799999999999975,L3,0.003,15.0
2.1799999999999975,L4,0.003,10.0
2.1899999999999973,L1,0.015,15.0
2.1899999999999973,L2,0.015,20.0
2.1899999999999973,L3,0.003,15.0
2.1899999999999973,L4,0.003,10.0
2.199999999999997,L1,0.015,15.0
2.199999999999997,L2,0.015,20.0
2.199999999999997,L3,0.003,15.0
2.199999999999997,L4,0.003,10.0
2.209999999999997,L1,0.015,15.0
2.209999999999997,L2,0.015,20.0
2.209999999999997,L3,0.003,15.0
2.209999999999997,L4,0.003,10.0
2.2199999999999966,L1,0.015,15.0
2.2199999999999966,L2,0.015,20.0
2.2199999999999966,L3,0.003,15.0
2.2199999999999966,L4,0.003,10.0
2.2299999999999964,L1,0.015,15.0
2.2299999999999964,L2,0.015,20.0
2.2299999999999964,L3,0.003,15.0
2.2299999999999964,L4,0.003,10.0
2.239999999999996,L1,0.015,15.0
2.239999999999996,L2,0.015,20.0
2.239999999999996,L3,0.003,15.0
2.239999999999996,L4,0.003,10.0
2.249999999999996,L1,0.015,15.0
2.249999999999996,L2,0.015,20.0
2.249999999999996,L3,0.003,15.0
2.249999999999996,L4,0.003,10.0
2.259999999999996,L1,0.015,15.0
2.259999999999996,L2,0.015,20.0
2.259999999999996,L3,0.003,15.0
2.259999999999996,L4,0.003,10.0
2.2699999999999956,L1,0.015,15.0
2.2699999999999956,L2,0.015,20.0
2.2699999999999956,L3,0.003,15.0
2.2699999999999956,L4,0.003,10.0
2.2799999999999954,L1,0.015,15.0
2.2799999999999954,L2,0.015,20.0
2.2799999999999954,L3,0.003,15.0
2.2799999999999954,L4,0.003,10.0
2.289999999999995,L1,0.015,15.0
2.289999999999995,L2,0.015,20.0
2.289999999999995,L3,0.003,15.0
2.289999999999995,L4,0.003,10.0
2.299999999999995,L1,0.015,15.0
2.299999999999995,L2,0.015,20.0
2.299999999999995,L3,0.003,15.0
2.299999999999995,L4,0.003,10.0
2.3099999999999947,L1,0.015,15.0
2.3099999999999947,L2,0.015,20.0
2.3099999999999947,L3,0.003,15.0
2.3099999999999947,L4,0.003,10.0
2.3199999999999945,L1,0.015,15.0
2.3199999999999945,L2,0.015,20.0
2.3199999999999945,L3,0.003,15.0
2.3199999999999945,L4,0.003,10.0
2.3299999999999943,L1,0.015,15.0
2.3299999999999943,L2,0.015,20.0
2.3299999999999943,L3,0.003,15.0
2.3299999999999943,L4,0.003,10.0
2.339999999999994,L1,0.015,15.0
2.339999999999994,L2,0.015,20.0
2.339999999999994,L3,0.003,15.0
2.339999999999994,L4,0.003,10.0
2.349999999999994,L1,0.015,15.0
2.349999999999994,L2,0.015,20.0
2.349999999999994,L3,0.003,15.0
2.349999999999994,L4,0.003,10.0
2.3599999999999937,L1,0.015,15.0
2.3599999999999937,L2,0.015,20.0
2.3599999999999937,L3,0.003,15.0
2.3599999999999937,L4,0.003,10.0
2.3699999999999934,L1,0.015,15.0
2.3699999999999934,L2,0.015,20.0
2.3699999999999934,L3,0.003,15.0
2.3699999999999934,L4,0.003,10.0
2.3799999999999932,L1,0.015,15.0
2.3799999999999932,L2,0.015,20.0
2.3799999999999932,L3,0.003,15.0
2.3799999999999932,L4,0.003,10.0
2.389999999999993,L1,0.015,15.0
2.389999999999993,L2,0.015,20.0
2.389999999999993,L3,0.003,15.0
2.389999999999993,L4,0.003,10.0
2.399999999999993,L1,0.015,15.0
2.399999999999993,L2,0.015,20.0
2.399999999999993,L3,0.003,15.0
2.399999999999993,L4,0.003,10.0
2.4099999999999926,L1,0.015,15.0
2.4099999999999926,L2,0.015,20.0
2.4099999999999926,L3,0.003,15.0
2.4099999999999926,L4,0.003,10.0
2.4199999999999924,L1,0.015,15.0
2.4199999999999924,L2,0.015,20.0
2.4199999999999924,L3,0.003,15.0
2.4199999999999924,L4,0.003,10.0
2.429999999999992,L1,0.015,15.0
2.429999999999992,L2,0.015,20.0
2.429999999999992,L3,0.003,15.0
2.429999999999992,L4,0.003,10.0
2.439999999999992,L1,0.015,15.0
2.439999999999992,L2,0.015,20.0
2.439999999999992,L3,0.003,15.0
2.439999999999992,L4,0.003,10.0
2.4499999999999917,L1,0.015,15.0
2.4499999999999917,L2,0.015,20.0
2.4499999999999917,L3,0.003,15.0
2.4499999999999917,L4,0.003,10.0
2.4599999999999915,L1,0.015,15.0
2.4599999999999915,L2,0.015,20.0
2.4599999999999915,L3,0.003,15.0
2.4599999999999915,L4,0.003,10.0
2.4699999999999913,L1,0.015,15.0
2.4699999999999913,L2,0.015,20.0
2.4699999999999913,L3,0.003,15.0
2.4699999999999913,L4,0.003,10.0
2.479999999999991,L1,0.015,15.0
2.479999999999991,L2,0.015,20.0
2.479999999999991,L3,0.003,15.0
2.479999999999991,L4,0.003,10.0
2.489999999999991,L1,0.015,15.0
2.489999999999991,L2,0.015,20.0
2.489999999999991,L3,0.003,15.0
2.489999999999991,L4,0.003,10.0
2.4999999999999907,L1,0.015,15.0
2.4999999999999907,L2,0.015,20.0
2.4999999999999907,L3,0.003,15.0
2.4999999999999907,L4,0.003,10.0
2.5099999999999905,L1,0.015,15.0
2.5099999999999905,L2,0.015,20.0
2.5099999999999905,L3,0.003,15.0
2.5099999999999905,L4,0.003,10.0
2.5199999999999902,L1,0.015,15.0
2.5199999999999902,L2,0.015,20.0
2.5199999999999902,L3,0.003,15.0
2.5199999999999902,L4,0.003,10.0
2.52999999999999,L1,0.015,15.0
2.52999999999999,L2,0.015,20.0
2.52999999999999,L3,0.003,15.0
2.52999999999999,L4,0.003,10.0
2.53999999999999,L1,0.015,15.0
2.53999999999999,L2,0.015,20.0
2.53999999999999,L3,0.003,15.0
2.53999999999999,L4,0.003,10.0
2.5499999999999896,L1,0.015,15.0
2.5499999999999896,L2,0.015,20.0
2.5499999999999896,L3,0.003,15.0
2.5499999999999896,L4,0.003,10.0
2.5599999999999894,L1,0.015,15.0
2.5599999999999894,L2,0.015,20.0
2.5599999999999894,L3,0.003,15.0
2.5599999999999894,L4,0.003,10.0
2.569999999999989,L1,0.015,15.0
2.569999999999989,L2,0.015,20.0
2.569999999999989,L3,0.003,15.0
2.569999999999989,L4,0.003,10.0
2.579999999999989,L1,0.015,15.0
2.579999999999989,L2,0.015,20.0
2.579999999999989,L3,0.003,15.0
2.579999999999989,L4,0.003,10.0
2.5899999999999888,L1,0.015,15.0
2.5899999999999888,L2,0.015,20.0
2.5899999999999888,L3,0.003,15.0
2.5899999999999888,L4,0.003,10.0
2.5999999999999885,L1,0.015,15.0
2.5999999999999885,L2,0.015,20.0
2.5999999999999885,L3,0.003,15.0
2.5999999999999885,L4,0.003,10.0
2.6099999999999883,L1,0.015,15.0
2.6099999999999883,L2,0.015,20.0
2.6099999999999883,L3,0.003,15.0
2.6099999999999883,L4,0.003,10.0
2.619999999999988,L1,0.015,15.0
2.619999999999988,L2,0.015,20.0
2.619999999999988,L3,0.003,15.0
2.619999999999988,L4,0.003,10.0
2.629999999999988,L1,0.015,15.0
2.629999999999988,L2,0.015,20.0
2.629999999999988,L3,0.003,15.0
2.629999999999988,L4,0.003,10.0
2.6399999999999877,L1,0.015,15.0
2.6399999999999877,L2,0.015,20.0
2.6399999999999877,L3,0.003,15.0
2.6399999999999877,L4,0.003,10.0
2.6499999999999875,L1,0.015,15.0
2.6499999999999875,L2,0.015,20.0
2.6499999999999875,L3,0.003,15.0
2.6499999999999875,L4,0.003,10.0
2.6599999999999873,L1,0.015,15.0
2.6599999999999873,L2,0.015,20.0
2.6599999999999873,L3,0.003,15.0
2.6599999999999873,L4,0.003,10.0
2.669999999999987,L1,0.015,15.0
2.669999999999987,L2,0.015,20.0
2.669999999999987,L3,0.003,15.0
2.669999999999987,L4,0.003,10.0
2.679999999999987,L1,0.015,15.0
2.679999999999987,L2,0.015,20.0
2.679999999999987,L3,0.003,15.0
2.679999999999987,L4,0.003,10.0
2.6899999999999866,L1,0.015,15.0
2.6899999999999866,L2,0.015,20.0
2.6899999999999866,L3,0.003,15.0
2.6899999999999866,L4,0.003,10.0
2.6999999999999864,L1,0.015,15.0
2.6999999999999864,L2,0.015,20.0
2.6999999999999864,L3,0.003,15.0
2.6999999999999864,L4,0.003,10.0
2.709999999999986,L1,0.015,15.0
2.709999999999986,L2,0.015,20.0
2.709999999999986,L3,0.003,15.0
2.709999999999986,L4,0.003,10.0
2.719999999999986,L1,0.015,15.0
2.719999999999986,L2,0.015,20.0
2.719999999999986,L3,0.003,15.0
2.719999999999986,L4,0.003,10.0
2.7299999999999858,L1,0.015,15.0
2.7299999999999858,L2,0.015,20.0
2.7299999999999858,L3,0.003,15.0
2.7299999999999858,L4,0.003,10.0
2.7399999999999856,L1,0.015,15.0
2.7399999999999856,L2,0.015,20.0
2.7399999999999856,L3,0.003,15.0
2.7399999999999856,L4,0.003,10.0
2.7499999999999853,L1,0.015,15.0
2.7499999999999853,L2,0.015,20.0
2.7499999999999853,L3,0.003,15.0
2.7499999999999853,L4,0.003,10.0
2.759999999999985,L1,0.015,15.0
2.759999999999985,L2,0.015,20.0
2.759999999999985,L3,0.003,15.0
2.759999999999985,L4,0.003,10.0
2.769999999999985,L1,0.015,15.0
2.769999999999985,L2,0.015,20.0
2.769999999999985,L3,0.003,15.0
2.769999999999985,L4,0.003,10.0
2.7799999999999847,L1,0.015,15.0
2.7799999999999847,L2,0.015,20.0
2.7799999999999847,L3,0.003,15.0
2.7799999999999847,L4,0.003,10.0
2.7899999999999845,L1,0.015,15.0
2.7899999999999845,L2,0.015,20.0
2.7899999999999845,L3,0.003,15.0
2.7899999999999845,L4,0.003,10.0
2.7999999999999843,L1,0.015,15.0
2.7999999999999843,L2,0.015,20.0
2.7999999999999843,L3,0.003,15.0
2.7999999999999843,L4,0.003,10.0
2.809999999999984,L1,0.015,15.0
2.809999999999984,L2,0.015,20.0
2.809999999999984,L3,0.003,15.0
2.809999999999984,L4,0.003,10.0
2.819999999999984,L1,0.015,15.0
2.819999999999984,L2,0.015,20.0
2.819999999999984,L3,0.003,15.0
2.819999999999984,L4,0.003,10.0
2.8299999999999836,L1,0.015,15.0
2.8299999999999836,L2,0.015,20.0
2.8299999999999836,L3,0.003,15.0
2.8299999999999836,L4,0.003,10.0
2.8399999999999834,L1,0.015,15.0
2.8399999999999834,L2,0.015,20.0
2.8399999999999834,L3,0.003,15.0
2.8399999999999834,L4,0.003,10.0
2.849999999999983,L1,0.015,15.0
2.849999999999983,L2,0.015,20.0
2.849999999999983,L3,0.003,15.0
2.849999999999983,L4,0.003,10.0
2.859999999999983,L1,0.015,15.0
2.859999999999983,L2,0.015,20.0
2.859999999999983,L3,0.003,15.0
2.859999999999983,L4,0.003,10.0
2.869999999999983,L1,0.015,15.0
2.869999999999983,L2,0.015,20.0
2.869999999999983,L3,0.003,15.0
2.869999999999983,L4,0.003,10.0
2.8799999999999826,L1,0.015,15.0
2.8799999999999826,L2,0.015,20.0
2.8799999999999826,L3,0.003,15.0
2.8799999999999826,L4,0.003,10.0
2.8899999999999824,L1,0.015,15.0
2.8899999999999824,L2,0.015,20.0
2.8899999999999824,L3,0.003,15.0
2.8899999999999824,L4,0.003,10.0
2.899999999999982,L1,0.015,15.0
2.899999999999982,L2,0.015,20.0
2.899999999999982,L3,0.003,15.0
2.899999999999982,L4,0.003,10.0
2.909999999999982,L1,0.015,15.0
2.909999999999982,L2,0.015,20.0
2.909999999999982,L3,0.003,15.0
2.909999999999982,L4,0.003,10.0
2.9199999999999817,L1,0.015,15.0
2.9199999999999817,L2,0.015,20.0
2.9199999999999817,L3,0.003,15.0
2.9199999999999817,L4,0.003,10.0
2.9299999999999815,L1,0.015,15.0
2.9299999999999815,L2,0.015,20.0
2.9299999999999815,L3,0.003,15.0
2.9299999999999815,L4,0.003,10.0
2.9399999999999813,L1,0.015,15.0
2.9399999999999813,L2,0.015,20.0
2.9399999999999813,L3,0.003,15.0
2.9399999999999813,L4,0.003,10.0
2.949999999999981,L1,0.015,15.0
2.949999999999981,L2,0.015,20.0
2.949999999999981,L3,0.003,15.0
2.949999999999981,L4,0.003,10.0
2.959999999999981,L1,0.015,15.0
2.959999999999981,L2,0.015,20.0
2.959999999999981,L3,0.003,15.0
2.959999999999981,L4,0.003,10.0
2.9699999999999807,L1,0.015,15.0
2.9699999999999807,L2,0.015,20.0
2.9699999999999807,L3,0.003,15.0
2.9699999999999807,L4,0.003,10.0
2.9799999999999804,L1,0.015,15.0
2.9799999999999804,L2,0.015,20.0
2.9799999999999804,L3,0.003,15.0
2.9799999999999804,L4,0.003,10.0
2.9899999999999802,L1,0.015,15.0
2.9899999999999802,L2,0.015,20.0
2.9899999999999802,L3,0.003,15.0
2.9899999999999802,L4,0.003,10.0
2.99999999999998,L1,0.015,15.0
2.99999999999998,L2,0.015,20.0
2.99999999999998,L3,0.003,15.0
2.99999999999998,L4,0.003,10.0
3.00999999999998,L1,0.015,15.0
3.00999999999998,L2,0.015,20.0
3.00999999999998,L3,0.003,15.0
3.00999999999998,L4,0.003,10.0
3.0199999999999796,L1,0.015,15.0
3.0199999999999796,L2,0.015,20.0
3.0199999999999796,L3,0.003,15.0
3.0199999999999796,L4,0.003,10.0
3.0299999999999794,L1,0.015,15.0
3.0299999999999794,L2,0.015,20.0
3.0299999999999794,L3,0.003,15.0
3.0299999999999794,L4,0.003,10.0
3.039999999999979,L1,0.015,15.0
3.039999999999979,L2,0.015,20.0
3.039999999999979,L3,0.003,15.0
3.039999999999979,L4,0.003,10.0
3.049999999999979,L1,0.015,15.0
3.049999999999979,L2,0.015,20.0
3.049999999999979,L3,0.003,15.0
3.049999999999979,L4,0.003,10.0
3.0599999999999787,L1,0.015,15.0
3.0599999999999787,L2,0.015,20.0
3.0599999999999787,L3,0.003,15.0
3.0599999999999787,L4,0.003,10.0
3.0699999999999785,L1,0.015,15.0
3.0699999999999785,L2,0.015,20.0
3.0699999999999785,L3,0.003,15.0
3.0699999999999785,L4,0.003,10.0
3.0799999999999783,L1,0.015,15.0
3.0799999999999783,L2,0.015,20.0
3.0799999999999783,L3,0.003,15.0
3.0799999999999783,L4,0.003,10.0
3.089999999999978,L1,0.015,15.0
3.089999999999978,L2,0.015,20.0
3.089999999999978,L3,0.003,15.0
3.089999999999978,L4,0.003,10.0
3.099999999999978,L1,0.015,15.0
3.099999999999978,L2,0.015,20.0
3.099999999999978,L3,0.003,15.0
3.099999999999978,L4,0.003,10.0
3.1099999999999777,L1,0.015,15.0
3.1099999999999777,L2,0.015,20.0
3.1099999999999777,L3,0.003,15.0
3.1099999999999777,L4,0.003,10.0
3.1199999999999775,L1,0.015,15.0
3.1199999999999775,L2,0.015,20.0
3.1199999999999775,L3,0.003,15.0
3.1199999999999775,L4,0.003,10.0
3.1299999999999772,L1,0.015,15.0
3.1299999999999772,L2,0.015,20.0
3.1299999999999772,L3,0.003,15.0
3.1299999999999772,L4,0.003,10.0
3.139999999999977,L1,0.015,15.0
3.139999999999977,L2,0.015,20.0
3.139999999999977,L3,0.003,15.0
3.139999999999977,L4,0.003,10.0
3.149999999999977,L1,0.015,15.0
3.149999999999977,L2,0.015,20.0
3.149999999999977,L3,0.003,15.0
3.149999999999977,L4,0.003,10.0
3.1599999999999766,L1,0.015,15.0
3.1599999999999766,L2,0.015,20.0
3.1599999999999766,L3,0.003,15.0
3.1599999999999766,L4,0.003,10.0
3.1699999999999764,L1,0.015,15.0
3.1699999999999764,L2,0.015,20.0
3.1699999999999764,L3,0.003,15.0
3.1699999999999764,L4,0.003,10.0
3.179999999999976,L1,0.015,15.0
3.179999999999976,L2,0.015,20.0
3.179999999999976,L3,0.003,15.0
3.179999999999976,L4,0.003,10.0
3.189999999999976,L1,0.015,15.0
3.189999999999976,L2,0.015,20.0
3.189999999999976,L3,0.003,15.0
3.189999999999976,L4,0.003,10.0
3.1999999999999758,L1,0.015,15.0
3.1999999999999758,L2,0.015,20.0
3.1999999999999758,L3,0.003,15.0
3.1999999999999758,L4,0.003,10.0
3.2099999999999755,L1,0.015,15.0
3.2099999999999755,L2,0.015,20.0
3.2099999999999755,L3,0.003,15.0
3.2099999999999755,L4,0.003,10.0
3.2199999999999753,L1,0.015,15.0
3.2199999999999753,L2,0.015,20.0
3.2199999999999753,L3,0.003,15.0
3.2199999999999753,L4,0.003,10.0
3.229999999999975,L1,0.015,15.0
3.229999999999975,L2,0.015,20.0
3.229999999999975,L3,0.003,15.0
3.229999999999975,L4,0.003,10.0
3.239999999999975,L1,0.015,15.0
3.239999999999975,L2,0.015,20.0
3.239999999999975,L3,0.003,15.0
3.239999999999975,L4,0.003,10.0
3.2499999999999747,L1,0.015,15.0
3.2499999999999747,L2,0.015,20.0
3.2499999999999747,L3,0.003,15.0
3.2499999999999747,L4,0.003,10.0
3.2599999999999745,L1,0.015,15.0
3.2599999999999745,L2,0.015,20.0
3.2599999999999745,L3,0.003,15.0
3.2599999999999745,L4,0.003,10.0
3.2699999999999743,L1,0.015,15.0
3.2699999999999743,L2,0.015,20.0
3.2699999999999743,L3,0.003,15.0
3.2699999999999743,L4,0.003,10.0
3.279999999999974,L1,0.015,15.0
3.279999999999974,L2,0.015,20.0
3.279999999999974,L3,0.003,15.0
3.279999999999974,L4,0.003,10.0
3.289999999999974,L1,0.015,15.0
3.289999999999974,L2,0.015,20.0
3.289999999999974,L3,0.003,15.0
3.289999999999974,L4,0.003,10.0
3.2999999999999736,L1,0.015,15.0
3.2999999999999736,L2,0.015,20.0
3.2999999999999736,L3,0.003,15.0
3.2999999999999736,L4,0.003,10.0
3.3099999999999734,L1,0.015,15.0
3.3099999999999734,L2,0.015,20.0
3.3099999999999734,L3,0.003,15.0
3.3099999999999734,L4,0.003,10.0
3.319999999999973,L1,0.015,15.0
3.319999999999973,L2,0.015,20.0
3.319999999999973,L3,0.003,15.0
3.319999999999973,L4,0.003,10.0
3.329999999999973,L1,0.015,15.0
3.329999999999973,L2,0.015,20.0
3.329999999999973,L3,0.003,15.0
3.329999999999973,L4,0.003,10.0
3.3399999999999728,L1,0.015,15.0
3.3399999999999728,L2,0.015,20.0
3.3399999999999728,L3,0.003,15.0
3.3399999999999728,L4,0.003,10.0
3.3499999999999726,L1,0.015,15.0
3.3499999999999726,L2,0.015,20.0
3.3499999999999726,L3,0.003,15.0
3.3499999999999726,L4,0.003,10.0
3.3599999999999723,L1,0.015,15.0
3.3599999999999723,L2,0.015,20.0
3.3599999999999723,L3,0.003,15.0
3.3599999999999723,L4,0.003,10.0
3.369999999999972,L1,0.015,15.0
3.369999999999972,L2,0.015,20.0
3.369999999999972,L3,0.003,15.0
3.369999999999972,L4,0.003,10.0
3.379999999999972,L1,0.015,15.0
3.379999999999972,L2,0.015,20.0
3.379999999999972,L3,0.003,15.0
3.379999999999972,L4,0.003,10.0
3.3899999999999717,L1,0.015,15.0
3.3899999999999717,L2,0.015,20.0
3.3899999999999717,L3,0.003,15.0
3.3899999999999717,L4,0.003,10.0
3.3999999999999715,L1,0.015,15.0
3.3999999999999715,L2,0.015,20.0
3.3999999999999715,L3,0.003,15.0
3.3999999999999715,L4,0.003,10.0
3.4099999999999713,L1,0.015,15.0
3.4099999999999713,L2,0.015,20.0
3.4099999999999713,L3,0.003,15.0
3.4099999999999713,L4,0.003,10.0
3.419999999999971,L1,0.015,15.0
3.419999999999971,L2,0.015,20.0
3.419999999999971,L3,0.003,15.0
3.419999999999971,L4,0.003,10.0
3.429999999999971,L1,0.015,15.0
3.429999999999971,L2,0.015,20.0
3.429999999999971,L3,0.003,15.0
3.429999999999971,L4,0.003,10.0
3.4399999999999706,L1,0.015,15.0
3.4399999999999706,L2,0.015,20.0
3.4399999999999706,L3,0.003,15.0
3.4399999999999706,L4,0.003,10.0
3.4499999999999704,L1,0.015,15.0
3.4499999999999704,L2,0.015,20.0
3.4499999999999704,L3,0.003,15.0
3.4499999999999704,L4,0.003,10.0
3.45999999999997,L1,0.015,15.0
3.45999999999997,L2,0.015,20.0
3.45999999999997,L3,0.003,15.0
3.45999999999997,L4,0.003,10.0
3.46999999999997,L1,0.015,15.0
3.46999999999997,L2,0.015,20.0
3.46999999999997,L3,0.003,15.0
3.46999999999997,L4,0.003,10.0
3.47999999999997,L1,0.015,15.0
3.47999999999997,L2,0.015,20.0
3.47999999999997,L3,0.003,15.0
3.47999999999997,L4,0.003,10.0
